"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A0A090I116",3.05237976048287,5.29356595314073,2.71543324809038,1.94943696622387,0.05124326355729,0.457161874203156
"A0A090I503",2.73090309161065,-4.71270773721143,2.50583181844293,-1.88069594396794,0.0600132917439284,0.499522398927404
"A0A089ZEU2",1.77849473328425,-4.08940688807251,2.2069701258406,-1.85295072198357,0.0638894220640829,0.509315674482689
"A0A089ZG19",1.79053923392808,-4.09653537188726,2.20597628557472,-1.85701695828521,0.0633087414347316,0.509315674482689
"A0A090JUQ9",6.47381550109962,-2.48086839111605,1.33837408968732,-1.8536434695143,0.0637901842380148,0.509315674482689
"A0A090I308",3.29347059207815,-4.98065818823514,2.70457856058462,-1.84156535913622,0.065538752010063,0.515207411634662
"HBB_HUMAN",2.15295312441486,4.76915949498072,2.62834832728837,1.81450816296522,0.0695995271508728,0.539634689964301
"A0A090I6T8",3.16331632473108,-4.92082502966199,2.72703927008662,-1.8044569741402,0.0711596983466031,0.544275530596991
"A0A090I2E9",3.13050488406999,-4.90248665473479,2.74149519825779,-1.78825286940145,0.0737352199984318,0.556455126921499
"A0A090I4W1",2.40748919491158,-4.52178053018768,2.57512355418538,-1.75594701964431,0.0790974553368955,0.581417658710167
"A0A090I342",3.06871115710357,-4.86464051142925,2.76118205849113,-1.76179636415846,0.0781037092752247,0.581417658710167
"A0A089ZVR9",2.9129075062608,-4.80412238787636,2.75675495709513,-1.74267298423165,0.0813907532830625,0.58312868807865
"A0A090I6E5",2.32826078855623,-4.48262601567941,2.57119589878894,-1.743401200115,0.0812635588242264,0.58312868807865
"A0A089ZGF5",15.4351519096958,-1.24448165000665,0.720201222528919,-1.72796381216456,0.0839947124854838,0.586926015639306
"A0A090I3L1",14.3975626826877,-4.88584392168853,2.82711241415004,-1.72820999166297,0.0839505830328246,0.586926015639306
"A0A090I231",2.83888623313214,-4.75818288769464,2.78606516831907,-1.70785053479758,0.0876640794940836,0.605095963337211
"A0A089ZHP5",2.218015208264,-4.39433163685105,2.63459412440585,-1.66793495671446,0.0953286393866479,0.63477658697462
"A0A090I9A6",61.2984463607833,0.408011063380719,0.244164904423672,1.67104713244432,0.0947123685438228,0.63477658697462
"A0A090I4L0",2.65007876327115,5.04142279614029,3.01780603235422,1.67055892330079,0.0948088317037482,0.63477658697462
"A0A089Z979",12.6615393435098,-1.18275243167967,0.714123820925003,-1.65622878977438,0.097675495071903,0.635452071387323
"A0A090I1C7",2.62713236723418,-4.65570682618961,2.8023251790454,-1.66137279891821,0.0966385973397725,0.635452071387323
"A0A090I3Y5",2.57409319922117,-4.62641831842237,2.81278878595756,-1.64477985034607,0.100015218918275,0.643279703497084
"A0A090I781",24.7865472490767,0.78892967300494,0.491026560898565,1.60669449644683,0.108121401509133,0.645641598034536
"A0A090I9E4",15.3102540547276,-1.65266018002338,1.03242225511978,-1.60075993308729,0.109430101039663,0.645641598034536
"A0A090JTE7",42.6889310705144,-0.465845604451581,0.291542715254413,-1.59786398382503,0.110073251088782,0.645641598034536
"A0A090JXT2",9.19776119560887,-1.76316805957649,1.08623626316616,-1.62319020213634,0.104548751682984,0.645641598034536
"A0A090I4Z8",1.98586766742148,-4.23609091384843,2.67234471587777,-1.58515886392936,0.112930244179186,0.645641598034536
"A0A090I5F3",55.0356552552923,1.31646954635321,0.827227699392679,1.59142343434549,0.111514313884495,0.645641598034536
"A0A090I810",2.52811052448021,-4.60050837929602,2.82046611694797,-1.63111634337739,0.102865772765623,0.645641598034536
"A0A090JTT4",11.0035739477774,1.45772676058563,0.895495472540643,1.6278438085788,0.103558008710508,0.645641598034536
"A0A090JWZ4",2.38733990294852,-4.51815872842556,2.84791466303325,-1.5864796747854,0.112630539228858,0.645641598034536
"A0A090JVT4",11.9807787161618,1.5978832041819,1.0008832775438,1.59647307536515,0.110383212403144,0.645641598034536
"A0A090I366",1.61127605685065,4.36869545299201,2.75461346227894,1.58595589283794,0.112749315387594,0.645641598034536
"A0A089Z8Q6",9.71479687032599,-1.41511997237573,0.896327036321897,-1.5787987141197,0.114382233654015,0.647403442481723
"A0A090I1I6",1.84475302926703,-4.14515107144628,2.68295983136281,-1.54499184929681,0.122348234890674,0.672485821927693
"A0A090I1G0",2.24727493074403,-4.43124928875076,2.87872634056213,-1.53930897366419,0.123728884243587,0.672485821927693
"A0A090I8P6",1.87627639698166,-4.15876131033182,2.68836100616944,-1.546950465651,0.12187519060049,0.672485821927693
"A0A090I4S4",2.25818399264344,-4.43632300859948,2.88038907904708,-1.54018185976012,0.123516030391503,0.672485821927693
"A0A090I6B3",1.80837428875427,4.54330787734971,2.95996819736559,1.53491780127682,0.124804020290989,0.672485821927693
"A0A090JYG2",1.79737331847359,4.53473028319201,2.96329563796792,1.53029965187736,0.125942574424621,0.672485821927693
"A0A089ZDV5",2.21223692105977,-4.40581737444397,2.89363790303789,-1.52258766372203,0.12786189804807,0.676353591543998
"A0A089ZGF9",23.3272571748334,-0.582721193380927,0.390834570096126,-1.49096635243297,0.135970329138489,0.693326182814279
"A0A090I582",22.2682270565202,-0.720644624393568,0.48039724666709,-1.50010148766104,0.133588115662963,0.693326182814279
"A0A090I4E1",1.80993475547524,4.51057296975451,3.02422477386334,1.49148072879266,0.135835327076593,0.693326182814279
"A0A090I9F1",1.36878368871765,4.14779346137061,2.76677330268762,1.49914467417387,0.133836104189665,0.693326182814279
"A0A089ZI81",1.39183717489806,-3.73823743926848,2.51560906849432,-1.48601684025013,0.137274666698157,0.693727333492472
"A0A090I3S6",28.5297015024177,-0.739125524932561,0.504515716909114,-1.46501982031555,0.142915510242527,0.715842290241332
"A0A089ZUS9",17.6134120490587,-0.867375900188609,0.59746100521368,-1.45176989396721,0.14656559761431,0.717081094764797
"A0A089ZVR0",17.65443785526,-0.97459170371638,0.672623349581423,-1.44894123036745,0.147353995615325,0.717081094764797
"A0A090I6I6",8.48413051677077,-1.99042527837119,1.3766853827958,-1.44580984387951,0.148230544324172,0.717081094764797
"A0A089ZHE0",14.1724102789044,-1.71141937469641,1.17986085289515,-1.45052645021396,0.146911768741322,0.717081094764797
"A0A089ZCR8",45.91142894748,-0.601122316623084,0.425411210134468,-1.41303826110524,0.157644474518735,0.718531946664925
"A0A089ZH87",9.37600977315027,-1.52665715776617,1.0710934293253,-1.4253258548396,0.154063029756331,0.718531946664925
"A0A090I1Q2",4.11269583980415,-2.39916227624693,1.68579280476048,-1.42316556902603,0.154688164199945,0.718531946664925
"A0A090I531",8.14919229511467,-1.79735964483052,1.27517231266786,-1.40950334866522,0.15868638398077,0.718531946664925
"A0A090I7W3",107.74357443947,0.295178699638745,0.209347513614535,1.40999381622582,0.158541508841085,0.718531946664925
"K1C10_HUMAN",84.7106248557807,0.328387180723926,0.232780511651943,1.41071595037533,0.158328385909098,0.718531946664925
"A0A090I6G4",2.00236620380639,-4.24818652610245,2.95519556553713,-1.43753143637731,0.150567047000718,0.718531946664925
"A0A090I744",1.50705935738521,4.28231240714138,3.02777631144056,1.41434239740912,0.15726139414926,0.718531946664925
"A0A090I3I6",22.4651062649541,0.766340855833154,0.54877531754103,1.39645649382884,0.162577073054111,0.730306534512912
"A0A090JTC3",12.182881318592,-1.7110877976224,1.23160076575397,-1.38932018004625,0.164735410121063,0.731638324347874
"A0A090JYU9",9.08418398916459,-1.70399808873592,1.22859906774629,-1.38694398642324,0.165458843668777,0.731638324347874
"A0A090I525",1.44491496599087,-3.79803716563529,2.76002081345684,-1.3760900450886,0.168793757180571,0.740598965613977
"A0A089ZCA7",6.40854956820259,-2.20494054767825,1.69073053012805,-1.30413481532817,0.192187620203636,0.758281289504077
"A0A089ZGG9",15.2099556401042,-0.97874003478951,0.739441878356663,-1.32361996721725,0.185629290379009,0.758281289504077
"A0A089ZHN1",12.5768332431128,-1.0560429912106,0.789877307462835,-1.33697092096837,0.181232128946516,0.758281289504077
"A0A089ZVL1",19.7470138697967,-0.895125204280361,0.660472093191144,-1.35528088697202,0.175328082124148,0.758281289504077
"A0A090I842",47.9829557861043,-0.314055938877416,0.241722972701806,-1.29923910568832,0.193861884942618,0.758281289504077
"A0A090I168",1.6159398889713,-3.95493123056913,3.01915910491538,-1.30994462137827,0.190214570499009,0.758281289504077
"A0A090I2D5",1.62127418602338,-3.96258633547206,3.01907495600704,-1.31251671230876,0.18934585094238,0.758281289504077
"A0A090I2W0",1.30918593379646,-3.65748072289736,2.79821637248806,-1.30707573540687,0.191186991187816,0.758281289504077
"A0A090I5D2",1.71535648348691,-4.0434767975098,3.00222127549217,-1.34682837355049,0.178035514277502,0.758281289504077
"A0A090I8F3",1.71817908079573,-4.04580947800706,2.99984094898023,-1.34867466202913,0.177441487521809,0.758281289504077
"A0A090I1S6",1.34595111841352,-3.67698722997895,2.81511432193,-1.30615911451087,0.191498453422411,0.758281289504077
