;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
A0A090I409;21.84753592;-0.144614243;0.972331126;-0.148729418;0.881767147;0.996629618
A0A090I424;18.74180303;-1.427534293;1.311019614;-1.08887333;0.276209749;0.996629618
A0A090I428;31.58520629;-0.478888234;0.683201306;-0.70094748;0.483335792;0.996629618
A0A090I431;19.07070721;-0.057858913;1.357053597;-0.042635688;0.965991947;0.996629618
A0A090I433;16.61784378;-0.492086952;1.424128782;-0.345535431;0.729691879;0.996629618
A0A090I442;7.291368425;-0.543459353;1.778066289;-0.305646283;0.759873977;0.996629618
A0A090I443;15.71848846;-0.941517178;1.74478315;-0.539618449;0.589460191;0.996629618
A0A090I455;31.30851126;-0.813748719;0.945974124;-0.860223022;0.389666117;0.996629618
A0A090I465;16.52072489;0.236380212;1.23133821;0.191970175;0.847765567;0.996629618
A0A090I471;22.27242923;0.43531725;0.954313054;0.456157703;0.648276579;0.996629618
A0A090I494;21.67072814;-0.063691738;0.968010024;-0.065796568;0.947539788;0.996629618
A0A090I4G3;24.91382359;-0.577117197;0.908915414;-0.63495149;0.525460054;0.996629618
A0A090I4K5;19.97818257;1.777917697;3.506042042;0.507101077;0.612083899;0.996629618
A0A090I4Q7;42.76907599;-0.099023772;0.479786652;-0.206391261;0.836485297;0.996629618
A0A090I4Q8;24.58624828;-1.053609874;1.416969362;-0.743565741;0.457139236;0.996629618
A0A090I4T1;9.281689635;-1.230347561;2.402442688;-0.512123585;0.608564519;0.996629618
A0A090I4T3;7.836238176;-2.691341311;2.17769105;-1.235869207;0.216507185;0.996629618
A0A090I4W3;57.62713744;0.361510078;0.368001049;0.982361542;0.325921766;0.996629618
A0A090I4X8;10.93527505;1.008476788;1.49586924;0.674174427;0.500200426;0.996629618
A0A090I4Y0;26.19686379;-0.147631485;0.809964128;-0.182269164;0.855371497;0.996629618
A0A090I4Y3;11.84334462;0.225602256;1.954749262;0.115412376;0.90811827;0.996629618
A0A090I4Y4;36.96877996;-0.108922856;0.561531555;-0.193974595;0.846195775;0.996629618
A0A090I4Y7;25.96215955;0.064212804;0.835775168;0.076830237;0.938758596;0.996629618
A0A090I514;19.83295946;-0.400575258;1.037121051;-0.386237709;0.699320629;0.996629618
A0A090I531;12.82478556;-0.555509661;1.627581576;-0.341309873;0.732870316;0.996629618
A0A090I573;225.180885;0.11263266;0.214894978;0.524128861;0.600188916;0.996629618
A0A090I574;33.82741518;-0.42355935;3.730767297;-0.113531431;0.909609246;0.996629618
A0A090I582;26.53183767;-0.044378949;0.808390937;-0.05489788;0.956219821;0.996629618
A0A090I583;19.10099128;-0.476632029;1.629352386;-0.292528512;0.769882564;0.996629618
A0A090I599;37.35502073;0.175032795;0.556165015;0.314713782;0.752978979;0.996629618
